name,resource_id,resource_id_hex,source
privateGLBattleSweepEpicInTime,60959056,0x03A22950,extrasheets
privateGLBattleSweepEscort,60959096,0x03A22978,extrasheets
quest,16974214,0x01030186,game_schema
quest_marker,16974636,0x0103032C,game_schema
quest_new_reward,16975197,0x0103055D,game_schema
quest_reward,16975138,0x01030522,game_schema
questcategory,16975216,0x01030570,game_schema
raidDungeonBarrier,60955309,0x03A21AAD,extrasheets
raidDungeonExit,60955216,0x03A21A50,extrasheets
raidDungeonLight,60955293,0x03A21A9D,extrasheets
raidDungeonPoster,60955233,0x03A21A61,extrasheets
raidDungeonWarp,60955261,0x03A21A7D,extrasheets
raidFst0Dungeon03,60955325,0x03A21ABD,extrasheets
raidFst0Dungeon03Guide,60955184,0x03A21A30,extrasheets
raidRoc0Dungeon01Guide,60955200,0x03A21A40,extrasheets
recipe,16974221,0x0103018D,game_schema
regionParam,16975260,0x0103059C,game_schema
request,16973858,0x01030022,game_schema
shopBase,16974519,0x010302B7,game_schema
shopItem,16974530,0x010302C2,game_schema
spl000,60958480,0x03A22710,extrasheets
spl0g1,60954083,0x03A215E3,extrasheets
spl0g2,60954099,0x03A215F3,extrasheets
spl0g3,60954115,0x03A21603,extrasheets
spl0g4,60954131,0x03A21613,extrasheets
spl0g5,60954147,0x03A21623,extrasheets
spl0i1,60954163,0x03A21633,extrasheets
spl0i2,60954179,0x03A21643,extrasheets
spl0i3,60954195,0x03A21653,extrasheets
spl0i4,60954211,0x03A21663,extrasheets
spl0i5,60954227,0x03A21673,extrasheets
spl0l1,60954243,0x03A21683,extrasheets
spl0l2,60954259,0x03A21693,extrasheets
spl0l3,60954275,0x03A216A3,extrasheets
spl0l4,60954291,0x03A216B3,extrasheets
spl0l5,60954307,0x03A216C3,extrasheets
spl0u1,60954323,0x03A216D3,extrasheets
spl0u2,60954339,0x03A216E3,extrasheets
spl0u3,60954355,0x03A216F3,extrasheets
spl0u4,60954371,0x03A21703,extrasheets
spl0u5,60954387,0x03A21713,extrasheets
spl101,60958496,0x03A22720,extrasheets
spl102,60958512,0x03A22730,extrasheets
spl103,60958528,0x03A22740,extrasheets
status,16974232,0x01030198,game_schema
sum6a0,60951661,0x03A20C6D,extrasheets
sum6g0,60958704,0x03A227F0,extrasheets
sum6m0,60955968,0x03A21D40,extrasheets
sum6w0,60959040,0x03A22940,extrasheets
sum7l0,60951677,0x03A20C7D,extrasheets
sum7t0,60951693,0x03A20C8D,extrasheets
sum8a0,60951709,0x03A20C9D,extrasheets
sum8l0,60951725,0x03A20CAD,extrasheets
sum8t0,60951741,0x03A20CBD,extrasheets
tan200,60948887,0x03A20197,extrasheets
tan300,60948891,0x03A2019B,extrasheets
tan306,60948895,0x03A2019F,extrasheets
tan400,60948899,0x03A201A3,extrasheets
tan500,60948903,0x03A201A7,extrasheets
tan506,60948907,0x03A201AB,extrasheets
test/a-ohta/_test,363790336,0x15AF0000,game_schema
test/sample/clientSheet,45613056,0x02B80000,game_schema
thm200,60949029,0x03A20225,extrasheets
thm300,60949033,0x03A20229,extrasheets
thm306,60949037,0x03A2022D,extrasheets
thm400,60949041,0x03A20231,extrasheets
thm500,60950557,0x03A2081D,extrasheets
thm506,60950591,0x03A2083F,extrasheets
tribe,16973863,0x01030027,game_schema
trl0g1,60950632,0x03A20868,extrasheets
trl0l1,60950645,0x03A20875,extrasheets
trl0l2,60951757,0x03A20CCD,extrasheets
trl0l3,60951773,0x03A20CDD,extrasheets
trl0l4,60951789,0x03A20CED,extrasheets
trl0u1,60950658,0x03A20882,extrasheets
var_equip,61276161,0x03A70001,var_schema
var_tex_path,61276933,0x03A70305,var_schema
var_wep,61276937,0x03A70309,var_schema
war0j1,60956612,0x03A21FC4,extrasheets
war0j2,60956628,0x03A21FD4,extrasheets
war0j3,60956644,0x03A21FE4,extrasheets
war0j4,60956660,0x03A21FF4,extrasheets
war0j5,60956676,0x03A22004,extrasheets
war0j6,60956692,0x03A22014,extrasheets
war0j7,60956708,0x03A22024,extrasheets
war0j8,60956724,0x03A22034,extrasheets
war0j9,60956740,0x03A22044,extrasheets
war1j0,60956756,0x03A22054,extrasheets
wdk200,60948911,0x03A201AF,extrasheets
wdk300,60948915,0x03A201B3,extrasheets
wdk306,60948919,0x03A201B7,extrasheets
wdk400,60948923,0x03A201BB,extrasheets
wdk500,60948927,0x03A201BF,extrasheets
wdk506,60948931,0x03A201C3,extrasheets
weapon,16974239,0x0103019F,game_schema
whm0j1,60958212,0x03A22604,extrasheets
whm0j2,60958228,0x03A22614,extrasheets
whm0j3,60958244,0x03A22624,extrasheets
whm0j4,60958260,0x03A22634,extrasheets
whm0j5,60958276,0x03A22644,extrasheets
whm0j6,60958292,0x03A22654,extrasheets
whm0j7,60958308,0x03A22664,extrasheets
whm0j8,60958324,0x03A22674,extrasheets
whm0j9,60958340,0x03A22684,extrasheets
whm1j0,60958356,0x03A22694,extrasheets
wld0g1,60953443,0x03A21363,extrasheets
wld0g2,60953459,0x03A21373,extrasheets
wld0g3,60953475,0x03A21383,extrasheets
wld0g4,60953491,0x03A21393,extrasheets
wld0g5,60953507,0x03A213A3,extrasheets
wld0g6,60953523,0x03A213B3,extrasheets
wld0g7,60953539,0x03A213C3,extrasheets
wld0g8,60953555,0x03A213D3,extrasheets
wld0g9,60953571,0x03A213E3,extrasheets
wld0i1,60953587,0x03A213F3,extrasheets
wld0i2,60953603,0x03A21403,extrasheets
wld0i3,60953619,0x03A21413,extrasheets
wld0i4,60953635,0x03A21423,extrasheets
wld0i5,60953651,0x03A21433,extrasheets
wld0i6,60953667,0x03A21443,extrasheets
wld0i7,60953683,0x03A21453,extrasheets
wld0i8,60953699,0x03A21463,extrasheets
wld0i9,60953715,0x03A21473,extrasheets
wld0l1,60953731,0x03A21483,extrasheets
wld0l2,60953747,0x03A21493,extrasheets
wld0l3,60953763,0x03A214A3,extrasheets
wld0l4,60953779,0x03A214B3,extrasheets
wld0l5,60953795,0x03A214C3,extrasheets
wld0l6,60953811,0x03A214D3,extrasheets
wld0l7,60953827,0x03A214E3,extrasheets
wld0l8,60953843,0x03A214F3,extrasheets
wld0l9,60953859,0x03A21503,extrasheets
wld0u1,60953875,0x03A21513,extrasheets
wld0u2,60953891,0x03A21523,extrasheets
wld0u3,60953907,0x03A21533,extrasheets
wld0u4,60953923,0x03A21543,extrasheets
wld0u5,60953939,0x03A21553,extrasheets
wld0u6,60953955,0x03A21563,extrasheets
wld0u7,60953971,0x03A21573,extrasheets
wld0u8,60953987,0x03A21583,extrasheets
wld0u9,60954003,0x03A21593,extrasheets
wld1g0,60954019,0x03A215A3,extrasheets
wld1i0,60954035,0x03A215B3,extrasheets
wld1l0,60954051,0x03A215C3,extrasheets
wld1u0,60954067,0x03A215D3,extrasheets
worldMaster,60948519,0x03A20027,extrasheets
wvr200,60949728,0x03A204E0,extrasheets
wvr300,60949738,0x03A204EA,extrasheets
wvr306,60949748,0x03A204F4,extrasheets
wvr400,60949758,0x03A204FE,extrasheets
wvr500,60949768,0x03A20508,extrasheets
wvr506,60949778,0x03A20512,extrasheets
xtx/_fixedPhrase,189073638,0x0B4508E6,game_schema
xtx/_subCommand,189071519,0x0B45009F,game_schema
xtx/_textCommand,189073651,0x0B4508F3,game_schema
xtx/_textCommand_help,189071380,0x0B450014,game_schema
xtx/_text_error,189071502,0x0B45008E,game_schema
xtx/_text_ui,189071490,0x0B450082,game_schema
xtx/achievement,189074376,0x0B450BC8,game_schema
xtx/attributive,189071562,0x0B4500CA,game_schema
xtx/command,189071383,0x0B450017,game_schema
xtx/command_confirm,189071629,0x0B45010D,game_schema
xtx/command_content,189071675,0x0B45013B,game_schema
xtx/command_place,189071700,0x0B450154,game_schema
xtx/command_variableemote,189073495,0x0B450857,game_schema
xtx/communityMember,189073563,0x0B45089B,game_schema
xtx/compatibility,189073378,0x0B4507E2,game_schema
xtx/cutReplay,189074422,0x0B450BF6,game_schema
xtx/displayName,189071360,0x0B450000,game_schema
xtx/emote,189073332,0x0B4507B4,game_schema
xtx/facility,189073726,0x0B45093E,game_schema
xtx/gcRank,189074344,0x0B450BA8,game_schema
xtx/guildleve,189071379,0x0B450013,game_schema
xtx/guildleveText,189072970,0x0B45064A,game_schema
xtx/hamletDefScore,189074558,0x0B450C7E,game_schema
xtx/itemColor,189072954,0x0B45063A,game_schema
xtx/itemKind,189071506,0x0B450092,game_schema
xtx/itemName,189071399,0x0B450027,game_schema
xtx/journalxtxFst,189073456,0x0B450830,game_schema
xtx/journalxtxRoc,189073469,0x0B45083D,game_schema
xtx/journalxtxSea,189073431,0x0B450817,game_schema
xtx/journalxtxWil,189073482,0x0B45084A,game_schema
xtx/logCategory,189073799,0x0B450987,game_schema
xtx/monsterRace,189071537,0x0B4500B1,game_schema
xtx/nation,189073862,0x0B4509C6,game_schema
xtx/negotiationItem,189073836,0x0B4509AC,game_schema
xtx/negotiationTable,189073875,0x0B4509D3,game_schema
xtx/npcLsBfrxtx,189071401,0x0B450029,game_schema
xtx/npclslist,189073688,0x0B450918,game_schema
xtx/placeName,189073532,0x0B45087C,game_schema
xtx/quest,189072473,0x0B450459,game_schema
xtx/questCompleteText,189071868,0x0B4501FC,game_schema
xtx/quest_compkind,189073701,0x0B450925,game_schema
xtx/raidDungeon,189073609,0x0B4508C9,game_schema
xtx/rankType,189071396,0x0B450024,game_schema
xtx/status,189071475,0x0B450073,game_schema
xtx/text_attrName,189071479,0x0B450077,game_schema
xtx/text_directName,189071391,0x0B45001F,game_schema
xtx/text_equipPtName,189071510,0x0B450096,game_schema
xtx/text_guardian,189073849,0x0B4509B9,game_schema
xtx/text_jobName,189071977,0x0B450269,game_schema
xtx/text_paramName,189071483,0x0B45007B,game_schema
xtx/text_partsName,189071395,0x0B450023,game_schema
xtx/text_raceName,189071494,0x0B450086,game_schema
xtx/text_skillName,189071498,0x0B45008A,game_schema
xtx/text_stCateName,189071514,0x0B45009A,game_schema
xtx/title,189074375,0x0B450BC7,game_schema
xtx/town,189073244,0x0B45075C,game_schema
xtx/tribe,189073014,0x0B450676,game_schema
zoneGroupParam,16975264,0x010305A0,game_schema
