actorclass_graphic_row_id,actorclass_row_id,display_name_id,display_name_en,mainHand_packed_s32,mainHand_packed_u32_hex,mainHand_bits_31_30,mainHand_bits_29_20,mainHand_bits_19_10,mainHand_bits_9_0,offHand_packed_s32,offHand_packed_u32_hex,offHand_bits_31_30,offHand_bits_29_20,offHand_bits_19_10,offHand_bits_9_0,spMainHand_packed_s32,spMainHand_packed_u32_hex,spMainHand_bits_31_30,spMainHand_bits_29_20,spMainHand_bits_19_10,spMainHand_bits_9_0,spOffHand_packed_s32,spOffHand_packed_u32_hex,spOffHand_bits_31_30,spOffHand_bits_29_20,spOffHand_bits_19_10,spOffHand_bits_9_0,throwing_packed_s32,throwing_packed_u32_hex,throwing_bits_31_30,throwing_bits_29_20,throwing_bits_19_10,throwing_bits_9_0,pack_packed_s32,pack_packed_u32_hex,pack_bits_31_30,pack_bits_29_20,pack_bits_19_10,pack_bits_9_0,pouch_packed_s32,pouch_packed_u32_hex,pouch_bits_31_30,pouch_bits_29_20,pouch_bits_19_10,pouch_bits_9_0
1000895,1000895,4000377,astonished adventurer,58724382,0x0380101E,0,56,4,30,59772958,0x0390101E,0,57,4,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000896,1000896,4000378,absent-minded adventurer,58723348,0x03800C14,0,56,3,20,59771924,0x03900C14,0,57,3,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000897,1000897,4000352,oily-haired adventurer,58723348,0x03800C14,0,56,3,20,59771924,0x03900C14,0,57,3,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000898,1000898,4000379,ceaselessly sniffling adventurer,58723329,0x03800C01,0,56,3,1,59771905,0x03900C01,0,57,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000899,1000899,1600269,Syhrfyst,862980116,0x33700814,0,823,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000901,1000901,1500019,Kikita,862980116,0x33700814,0,823,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000915,1000915,1200160,Cahernaut,784335902,0x2EC0041E,0,748,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000916,1000916,1500104,Aspipi,784335883,0x2EC0040B,0,748,1,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000917,1000917,1100130,Gloiucen,784335883,0x2EC0040B,0,748,1,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000918,1000918,1200104,Sombrequain,784335902,0x2EC0041E,0,748,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000926,1000926,1600179,Sthalmann,243270686,0x0E80041E,0,232,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000927,1000927,1400023,Yoyobina,79692850,0x04C00432,0,76,1,50,32514088,0x01F02028,0,31,8,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000928,1000928,1300015,Cherlinaie,79693874,0x04C00832,0,76,2,50,32510978,0x01F01402,0,31,5,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000929,1000929,1000235,Symond,294652958,0x11900C1E,0,281,3,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000931,1000931,1900015,U'mallibo,147850260,0x08D00414,0,141,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000934,1000934,1400021,Titinin,58723358,0x03800C1E,0,56,3,30,59771934,0x03900C1E,0,57,3,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000936,1000936,4000292,undaunted adventurer,310379520,0x12800400,0,296,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000938,1000938,4000294,lionhearted adventurer,784335872,0x2EC00400,0,748,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000940,1000940,4000296,upbeat adventurer,58723328,0x03800C00,0,56,3,0,59771904,0x03900C00,0,57,3,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000941,1000941,4000297,seemingly calm adventurer,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000942,1000942,4000310,ruminating Elezen,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000945,1000945,4000313,silver-haired seductress,894436363,0x3550040B,0,853,1,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000948,1000948,1000010,Thancred,79693844,0x04C00814,0,76,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000949,1000949,1200166,Colbernoux,752878622,0x2CE0041E,0,718,1,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000951,1000951,1600102,Lonsygg,168821780,0x0A100414,0,161,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000956,1000956,1300032,Challinie,331351046,0x13C00406,0,316,1,6,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000962,1000962,1500003,Papawa,79693874,0x04C00832,0,76,2,50,32510978,0x01F01402,0,31,5,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000963,1000963,2200101,Galeren,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000964,1000964,1600076,Fruhybolg,79692900,0x04C00464,0,76,1,100,32514088,0x01F02028,0,31,8,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000965,1000965,1400085,Abylgo Hamylgo,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000966,1000966,1400112,Fineco Romanecco,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000967,1000967,1600186,Swerdahrm,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000968,1000968,1100161,Wannore,79694868,0x04C00C14,0,76,3,20,32510983,0x01F01407,0,31,5,7,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000969,1000969,1900107,Q'mhalawi,79693874,0x04C00832,0,76,2,50,32510978,0x01F01402,0,31,5,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000978,1000978,1000130,Gylbart,168822785,0x0A100801,0,161,2,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000979,1000979,1200016,Lanquairt,168825866,0x0A10140A,0,161,5,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000982,1000982,4000367,slyly smirking citizen,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000989,1000989,4000371,stately statesman,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000995,1000995,4000341,poorly outfitted gladiator,79693835,0x04C0080B,0,76,2,11,32510977,0x01F01401,0,31,5,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000996,1000996,4000342,mournful miner,862980116,0x33700814,0,823,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000997,1000997,4000343,aggrieved gladiator,79698945,0x04C01C01,0,76,7,1,32514048,0x01F02000,0,31,8,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000998,1000998,4000344,struggling gladiator,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1000999,1000999,4000345,disheartened gladiator,79693835,0x04C0080B,0,76,2,11,32510977,0x01F01401,0,31,5,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001000,1001000,4000346,debating gladiator,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001001,1001001,4000347,raging gladiator,79698946,0x04C01C02,0,76,7,2,32507934,0x01F0081E,0,31,2,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001002,1001002,1600208,Tymbryss,147850260,0x08D00414,0,141,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001003,1001003,1100058,Edekin,147850240,0x08D00400,0,141,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001004,1001004,1900081,I'tadhara,147850240,0x08D00400,0,141,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001005,1001005,1600034,Bhaldwilf,147850260,0x08D00414,0,141,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001006,1001006,1200155,Guydelot,147850260,0x08D00414,0,141,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001007,1001007,1000134,Halstein,58724372,0x03801014,0,56,4,20,59772948,0x03901014,0,57,4,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001008,1001008,4000348,bizarre blacksmith,721421325,0x2B00040D,0,688,1,13,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001009,1001009,1300104,Melisie,58722344,0x03800828,0,56,2,40,59770920,0x03900828,0,57,2,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001010,1001010,1000184,Orisic,58722314,0x0380080A,0,56,2,10,59770890,0x0390080A,0,57,2,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001011,1001011,2200187,Maginfred,58722334,0x0380081E,0,56,2,30,59770910,0x0390081E,0,57,2,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001012,1001012,1400105,Shamani Lohmani,58722334,0x0380081E,0,56,2,30,59770910,0x0390081E,0,57,2,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001014,1001014,4000354,well-polished pugilist,79698944,0x04C01C00,0,76,7,0,32509952,0x01F01000,0,31,4,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001015,1001015,4000355,nonchalant goldsmith,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001017,1001017,4000357,grey-haired pugilist,58723339,0x03800C0B,0,56,3,11,59771915,0x03900C0B,0,57,3,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001018,1001018,1600029,Baenfaeld,58723348,0x03800C14,0,56,3,20,59771924,0x03900C14,0,57,3,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001019,1001019,1200156,Landrenel,58723358,0x03800C1E,0,56,3,30,59771934,0x03900C1E,0,57,3,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001020,1001020,4000360,undefeated gladiator,79692900,0x04C00464,0,76,1,100,32514088,0x01F02028,0,31,8,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001021,1001021,4000361,gallantly grinning gladiator,79695883,0x04C0100B,0,76,4,11,32514078,0x01F0201E,0,31,8,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001022,1001022,1400108,Sungi Kelungi,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001023,1001023,4000362,temporarily impaired pugilist,58723329,0x03800C01,0,56,3,1,59771905,0x03900C01,0,57,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001024,1001024,4000363,huffing and puffing pugilist,58724372,0x03801014,0,56,4,20,59772948,0x03901014,0,57,4,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001025,1001025,4000364,pained pugilist,60818442,0x03A0040A,0,58,1,10,61867018,0x03B0040A,0,59,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001026,1001026,4000365,snarling pugilist,58722304,0x03800800,0,56,2,0,59770880,0x03900800,0,57,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001027,1001027,1900087,K'lamahni,58724382,0x0380101E,0,56,4,30,59772958,0x0390101E,0,57,4,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001028,1001028,4000349,imperious pugilist,58723329,0x03800C01,0,56,3,1,59771905,0x03900C01,0,57,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001029,1001029,1100007,Gylda,58722344,0x03800828,0,56,2,40,59770920,0x03900828,0,57,2,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001030,1001030,4000350,manually endowed pugilist,58722334,0x0380081E,0,56,2,30,59770910,0x0390081E,0,57,2,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001031,1001031,4000351,persistently perspiring pugilist,58722334,0x0380081E,0,56,2,30,59770910,0x0390081E,0,57,2,30,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001032,1001032,1300125,Saulette,383779842,0x16E00402,0,366,1,2,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001040,1001040,4000380,calloused sempster,784335882,0x2EC0040A,0,748,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001045,1001045,4000385,perturbed pugilist,58723348,0x03800C14,0,56,3,20,59771924,0x03900C14,0,57,3,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001051,1001051,1400061,Guguremu,294651964,0x1190083C,0,281,2,60,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001052,1001052,1500075,Shushule,347081729,0x14B00C01,0,331,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001053,1001053,1300113,Perinne,752879616,0x2CE00800,0,718,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001054,1001054,1200025,Corguevais,294650930,0x11900432,0,281,1,50,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001055,1001055,1000055,Bouchard,780141568,0x2E800400,0,744,1,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001056,1001056,1500111,Holbubu,752879636,0x2CE00814,0,718,2,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001059,1001059,4000260,narrow-eyed adventurer,210767882,0x0C90100A,0,201,4,10,236979210,0x0E20040A,0,226,1,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001060,1001060,4000261,well-bundled adventurer,705692733,0x2A10043D,0,673,1,61,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001061,1001061,4000262,sweet-smelling adventurer,347081729,0x14B00C01,0,331,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001062,1001062,4000263,beaming adventurer,878708736,0x34600800,0,838,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001063,1001063,1600114,Mharelak,147851276,0x08D0080C,0,141,2,12,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001064,1001064,1600093,Hasthwab,147851276,0x08D0080C,0,141,2,12,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001065,1001065,1900131,Ighii Moui,147851276,0x08D0080C,0,141,2,12,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001066,1001066,1600256,Zahrsaelz,147851264,0x08D00800,0,141,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001067,1001067,1900080,Tyo Garanjy,147852289,0x08D00C01,0,141,3,1,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001068,1001068,1200157,Bohemondas,147850260,0x08D00414,0,141,1,20,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001069,1001069,1100401,Paige,147851274,0x08D0080A,0,141,2,10,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001070,1001070,2200073,Dyryke,147851264,0x08D00800,0,141,2,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001071,1001071,1900093,T'nbulea,331351046,0x13C00406,0,316,1,6,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001072,1001072,1400050,Foforyo,347079711,0x14B0041F,0,331,1,31,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001076,1001076,1400023,Yoyobina,79692900,0x04C00464,0,76,1,100,32514088,0x01F02028,0,31,8,40,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
1001077,1001077,1000362,Beli,768607243,0x2DD0040B,0,733,1,11,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0,0,0x00000000,0,0,0,0
