id,name_en,name_jp,id_band,class_job,req_level,compat_key,caster_state_req,dmg_attr,dmg_attr_label,dmg_attr_weight,dmg_elem,dmg_elem_label,dmg_elem_weight,dmg_class,magnitude,hp_cost,mp_cost,tp_cost,cast_time,recast_time,action_gauge,range,best_range,min_range,effect_range,recast_sep_hands,target_state_gate,p1_base,p1_grow,p2_base,p2_grow,p3_base,p3_grow,p4_base,p4_grow,effect_block_raw
23155,Reckless Charge,猪突猛進,23xxx,0,100,1,2,3,Blunt,1,-1,None,0,physical,0,0,0,1000,2.5,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23156,Bristle,怒髪天,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,200,2,3,3,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23157,Bellowing Grunt,叫喚,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,400,1,3,3,16,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23158,Circlespark,攻撃,23xxx,0,100,1,2,13,Magical,1,9,Lightning,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=9;111=0;112=-1;113=0;116=0;120=60
23159,Thundervapor,サンダーヴェイパー,23xxx,0,100,1,2,12,Breath,1,9,Lightning,1,physical,0,0,0,1000,2,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=12;109=1;110=9;111=1;112=-1;113=0;116=1;120=60
23160,Kinetic Pulse,キネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23161,Kinetic Pulse,キネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23162,Kinetic Pulse,キネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23163,Magnetic Pulse,マグネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23164,Magnetic Pulse,マグネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23165,Magnetic Pulse,マグネティックパルス,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,3,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23166,Stampede,スタンピード,23xxx,0,100,1,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,1,3,8,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23167,Head Butt,ヘッドバット,23xxx,0,100,1,2,3,Blunt,1,-1,None,0,physical,0,0,0,1000,1,3,8,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23168,Quickchant,攻撃,23xxx,0,100,1,2,13,Magical,1,6,Ice,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=6;111=0;112=-1;113=0;116=0;120=60
23169,Quickchant,攻撃,23xxx,0,100,1,2,13,Magical,1,9,Lightning,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=9;111=0;112=-1;113=0;116=0;120=60
23170,Quickchant,攻撃,23xxx,0,100,1,2,13,Magical,1,10,Water,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=10;111=0;112=-1;113=0;116=0;120=60
23171,Quickchant,攻撃,23xxx,0,100,1,2,13,Magical,1,7,Wind,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=7;111=0;112=-1;113=0;116=0;120=60
23172,Quickchant,攻撃,23xxx,0,100,1,2,13,Magical,1,8,Earth,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=8;111=0;112=-1;113=0;116=0;120=60
23173,Forbidden Magicks,フォビドゥンマジックス,23xxx,0,100,1,2,13,Magical,1,6,Ice,0,magical,0,0,0,1000,1,3,8,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=6;111=0;112=-1;113=0;116=1;120=60
23174,Forbidden Magicks,フォビドゥンマジックス,23xxx,0,100,1,2,13,Magical,1,9,Lightning,0,magical,0,0,0,1000,1,3,8,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=9;111=0;112=-1;113=0;116=1;120=60
23175,Forbidden Magicks,フォビドゥンマジックス,23xxx,0,100,1,2,13,Magical,1,10,Water,0,magical,0,0,0,1000,1,3,8,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=10;111=0;112=-1;113=0;116=1;120=60
23176,Forbidden Magicks,フォビドゥンマジックス,23xxx,0,100,1,2,13,Magical,1,7,Wind,0,magical,0,0,0,1000,1,3,8,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=7;111=0;112=-1;113=0;116=1;120=60
23177,Forbidden Magicks,フォビドゥンマジックス,23xxx,0,100,1,2,13,Magical,1,8,Earth,0,magical,0,0,0,1000,1,3,8,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=8;111=0;112=-1;113=0;116=1;120=60
23178,Aetherial Wave,攻撃,23xxx,0,100,1,2,13,Magical,1,6,Ice,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=6;111=0;112=-1;113=0;116=0;120=60
23179,Aetherial Wave,攻撃,23xxx,0,100,1,2,13,Magical,1,9,Lightning,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=9;111=0;112=-1;113=0;116=0;120=60
23180,Aetherial Wave,攻撃,23xxx,0,100,1,2,13,Magical,1,10,Water,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=10;111=0;112=-1;113=0;116=0;120=60
23181,Aetherial Wave,攻撃,23xxx,0,100,1,2,13,Magical,1,7,Wind,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=7;111=0;112=-1;113=0;116=0;120=60
23182,Aetherial Wave,攻撃,23xxx,0,100,1,2,13,Magical,1,8,Earth,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=8;111=0;112=-1;113=0;116=0;120=60
23183,Titan's Flesh,攻撃,23xxx,0,100,1,2,4,Projectile,1,-1,None,0,physical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=0;120=60
23184,Titan's Soul,燐火,23xxx,0,100,1,2,13,Magical,1,8,Earth,0,magical,0,0,0,1000,1,3,6,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=8;111=0;112=-1;113=0;116=1;120=60
23185,Titan's Anger,収束手榴弾,23xxx,0,100,1,2,13,Magical,1,5,Fire,0,magical,0,0,0,1000,1,3,8,20,-1,0,8,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=5;111=0;112=-1;113=0;116=1;120=60
23186,-,文章で説明（これが出たらバグ）,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,1,3,8,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23187,Titan's Boon,鉄甲,23xxx,0,100,1,0,-1,None,0,-1,None,0,none,0,0,0,0,0,3,0,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=0;120=60
23188,Ranged Attack,攻撃,23xxx,0,100,1,2,13,Magical,1,11,Astral,0.33,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=11;111=0.33;112=-1;113=0;116=0;120=60
23189,Lay of the Leaves,光合成,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,2,3,4,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23190,Woodland Lullaby,ウッドランド・ララバイ,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,4.5,3,6,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23191,Ranged Attack,攻撃,23xxx,0,100,1,2,4,Projectile,1,-1,None,0,physical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=0;120=60
23192,Wind Claw,ウィンドクロー,23xxx,0,100,1,2,1,Slashing,1,7,Wind,1,physical,0,0,0,1000,3,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
23193,Updraft,アップドラフト,23xxx,0,100,1,2,1,Slashing,1,7,Wind,1,physical,0,0,0,1000,4,3,8,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
23194,Sunset Plumes,サンセットプルーム,23xxx,0,100,1,2,1,Slashing,1,7,Wind,1,physical,0,0,0,1000,3,3,6,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=1;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
23195,Swift Gust,スウィフトガスト,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,2,3,4,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23196,Swift Gale,スウィフトゲイル,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,2,3,4,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23197,Ranged Attack,攻撃,23xxx,0,100,1,2,4,Projectile,1,5,Fire,1,physical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=5;111=1;112=-1;113=0;116=0;120=60
23198,Devastate,石火豪拳,23xxx,0,100,1,2,3,Blunt,1,5,Fire,1,physical,0,0,0,1000,1,3,6,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=5;111=1;112=-1;113=0;116=1;120=60
23199,Decimate,修羅双鎚,23xxx,0,100,1,2,3,Blunt,1,5,Fire,1,physical,0,0,0,1000,1,3,6,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=5;111=1;112=-1;113=0;116=1;120=60
23200,Pulverize,鎧袖一触,23xxx,0,100,1,2,3,Blunt,1,5,Fire,1,physical,0,0,0,1000,1,3,6,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=5;111=1;112=-1;113=0;116=1;120=60
23201,Scrutinize,大喝一声,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,2,3,4,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23202,Infuriate,我武者羅,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,2,3,4,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23203,Mud Sling,攻撃,23xxx,0,100,1,2,4,Projectile,1,-1,None,0,physical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=0;120=60
23204,Kibosh,カイボッシュ,23xxx,0,100,1,2,13,Magical,1,11,Astral,0.33,magical,0,0,0,1000,1,3,6,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=11;111=0.33;112=-1;113=0;116=1;120=60
23205,Sandspray,サンドスプレー,23xxx,0,100,1,2,13,Magical,1,12,Umbral,0.33,magical,0,0,0,1000,3.5,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=12;111=0.33;112=-1;113=0;116=1;120=60
23206,Misdirection,ミスディレクション,23xxx,0,100,1,2,11,Sonic,1,-1,None,0,physical,0,0,0,1000,4.5,3,3,8,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=11;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23207,Flying Sardine,攻撃,23xxx,0,100,1,2,4,Projectile,1,-1,None,0,physical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=4;109=1;110=-1;111=0;112=-1;113=0;116=0;120=60
23208,Yawn,ヨーン,23xxx,0,100,1,2,-1,None,0,-1,None,0,none,0,0,0,1000,1,3,6,12,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=1;108=-1;109=0;110=-1;111=0;112=-1;113=0;116=1;120=60
23209,Flying Marlin,フライングマーリン,23xxx,0,100,1,2,2,Piercing,1,-1,None,0,physical,0,0,0,1000,1,3,6,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=2;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23210,Loam Cough,攻撃,23xxx,0,100,1,2,13,Magical,1,8,Earth,0,magical,0,0,0,0,0,3,5,20,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=13;109=1;110=8;111=0;112=-1;113=0;116=0;120=60
23211,Violent Sneeze,カビ散布,23xxx,0,100,1,2,12,Breath,1,7,Wind,1,physical,0,0,0,1000,2.5,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=12;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
23212,Violent Sneeze,カビ散布,23xxx,0,100,1,2,12,Breath,1,7,Wind,1,physical,0,0,0,1000,3,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=12;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
23213,Beatdown,ビートダウン,23xxx,0,100,1,2,3,Blunt,1,-1,None,0,physical,0,0,0,1000,1,3,6,6,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=3;109=1;110=-1;111=0;112=-1;113=0;116=1;120=60
23214,Violent Sneeze,カビ散布,23xxx,0,100,1,2,12,Breath,1,7,Wind,1,physical,0,0,0,1000,3.5,3,8,10,-1,0,0,false,-1,,,,,0,-1,,,84=0;85=1;86=1;87=-1;88=0;89=-1;90=0;91=-1;92=0;93=-1;94=0;95=1;96=0.25;97=1;98=1;99=-1;100=0;101=-1;102=0;103=-1;104=0;105=-1;106=0;107=0;108=12;109=1;110=7;111=1;112=-1;113=0;116=1;120=60
