shop_row_id,item_id,item_quality,item_quantity,seal_cost,rank_requirement,company_id,event_flag_requirement,reserved_zero,item_category,item_class_path,item_name_en
301009,4070211,1,1,4000,0,3,0,0,2,Normal/StandardItem,Ul'dahn longbow
301010,4100710,1,1,450,0,3,0,0,2,Normal/ShieldItem,iron hoplon
301011,4100403,1,1,1000,0,3,0,0,2,Normal/ShieldItem,Ul'dahn shield
301012,4100404,1,1,1900,0,3,0,0,2,Normal/ShieldItem,bladed lantern shield
301013,4100306,1,1,4000,0,3,0,0,2,Normal/ShieldItem,Ul'dahn scutum
301014,8030248,1,1,750,0,3,0,0,2,Normal/StandardItem,Ul'dahn robe
301015,8030548,1,1,750,0,3,0,0,2,Normal/StandardItem,Ul'dahn gown
301016,8031021,1,1,750,0,3,0,0,2,Normal/StandardItem,Ul'dahn jerkin
301017,8031513,1,1,750,0,3,0,0,2,Normal/StandardItem,Ul'dahn harness
301018,9050029,1,1,900,0,3,0,0,2,Normal/StandardItem,silver ring
301019,9050044,1,1,1900,0,3,0,0,2,Normal/StandardItem,pearl ring
301020,9040036,1,1,950,0,3,0,0,2,Normal/StandardItem,fluorite choker
301021,9040025,1,1,1500,0,3,0,0,2,Normal/StandardItem,mythril gorget
301022,8013203,1,1,1000,11,3,0,0,2,Normal/StandardItem,Ul'dahn soldier's cap
301023,8032603,1,1,1000,11,3,0,0,2,Normal/StandardItem,Ul'dahn soldier's overcoat
301024,8071303,1,1,1000,11,3,0,0,2,Normal/StandardItem,pair of Ul'dahn soldier's gloves
301025,8081703,1,1,1000,11,3,0,0,2,Normal/StandardItem,pair of Ul'dahn soldier's boots
301026,8050520,1,1,1200,11,3,0,0,2,Normal/StandardItem,Ul'dahn subligar
301027,8051024,1,1,1200,11,3,0,0,2,Normal/StandardItem,pair of Ul'dahn tights
301028,8050345,1,1,1200,11,3,0,0,2,Normal/StandardItem,pair of Ul'dahn chausses
301029,8050449,1,1,1200,11,3,0,0,2,Normal/StandardItem,pair of Ul'dahn culottes
301030,8090708,1,1,1200,11,3,0,0,2,Normal/StandardItem,Ul'dahn sash
301031,4030305,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn falchion
301032,4020011,1,1,2500,13,3,0,0,2,Normal/StandardItem,pair of Ul'dahn hora
301033,4040208,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn bhuj
301034,4080306,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn halberd
301035,4070012,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn shortbow
301036,5030037,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn wand
301037,5020217,1,1,2500,13,3,0,0,2,Normal/StandardItem,Ul'dahn brand
301038,4100112,1,1,2000,13,3,0,0,2,Normal/ShieldItem,Ul'dahn round shield
301039,8011522,1,1,3000,15,3,0,0,2,Normal/StandardItem,flame private's pot helm
301040,8030744,1,1,3000,15,3,0,0,2,Normal/StandardItem,flame private's shirt
301041,8070361,1,1,3000,15,3,0,0,2,Normal/StandardItem,pair of flame private's halfgloves
301042,8050766,1,1,3000,15,3,0,0,2,Normal/StandardItem,flame private's sarouel
301043,8080562,1,1,3000,15,3,0,0,2,Normal/StandardItem,pair of flame private's crakows
301044,4030408,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn winglet
301045,4020113,1,1,4500,17,3,0,0,2,Normal/StandardItem,pair of Ul'dahn himantes
301046,4040306,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn bardiche
301047,4080409,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn guisarme
301048,4070311,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn composite bow
301049,5030210,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn crook
301050,5020307,1,1,4500,17,3,0,0,2,Normal/StandardItem,Ul'dahn cudgel
301051,4100712,1,1,4000,17,3,0,0,2,Normal/ShieldItem,Ul'dahn hoplon
301052,8011523,1,1,5000,21,3,0,0,2,Normal/StandardItem,flame sergeant's pot helm
301053,8030745,1,1,5000,21,3,0,0,2,Normal/StandardItem,flame sergeant's shirt
301054,8070362,1,1,5000,21,3,0,0,2,Normal/StandardItem,pair of flame sergeant's halfgloves
301055,8050811,1,1,5000,21,3,0,0,2,Normal/StandardItem,flame sergeant's skirt
301056,8050767,1,1,5000,21,3,0,0,2,Normal/StandardItem,flame sergeant's sarouel
301057,8080015,1,1,5000,21,3,0,0,2,Normal/StandardItem,pair of flame sergeant's thighboots
301058,8080563,1,1,5000,21,3,0,0,2,Normal/StandardItem,pair of flame sergeant's crakows
301059,8090709,1,1,5000,21,3,0,0,2,Normal/StandardItem,flame sergeant's sash
301060,9050023,1,1,1000,21,3,0,0,2,Normal/StandardItem,flamebringer's ring
301061,9050024,1,1,1000,21,3,0,0,2,Normal/StandardItem,flamecarrier's ring
301062,9010025,1,1,1000,21,3,0,0,2,Normal/StandardItem,patriot's bracelet
301063,4100808,1,1,5500,23,3,0,0,2,Normal/ShieldItem,flame sergeant's targe
301064,8013620,1,1,5500,23,3,0,0,2,Normal/StandardItem,flame sergeant's circlet
301065,8032824,1,1,5500,23,3,0,0,2,Normal/StandardItem,flame sergeant's tabard
301066,8051518,1,1,5500,23,3,0,0,2,Normal/StandardItem,pair of flame sergeant's hose
301067,8071524,1,1,5500,23,3,0,0,2,Normal/StandardItem,pair of flame sergeant's mitts
301068,9030062,1,1,5500,23,3,0,0,2,Normal/StandardItem,pair of flame sergeant's earrings
301069,9050069,1,1,5500,23,3,0,0,2,Normal/StandardItem,flame sergeant's ring
301070,8013621,1,1,6000,25,3,0,0,2,Normal/StandardItem,flame sergeant's mask
301071,8013622,1,1,6000,25,3,0,0,2,Normal/StandardItem,flame sergeant's beret
301072,8032825,1,1,6000,25,3,0,0,2,Normal/StandardItem,flame sergeant's apron
301073,8071525,1,1,6000,25,3,0,0,2,Normal/StandardItem,pair of flame sergeant's shortgloves
301074,8081916,1,1,6000,25,3,0,0,2,Normal/StandardItem,pair of flame sergeant's jackboots
301075,9040067,1,1,6000,25,3,0,0,2,Normal/StandardItem,flame sergeant's choker
301076,9010063,1,1,6000,25,3,0,0,2,Normal/StandardItem,pair of flame sergeant's bracelets
301077,4100809,1,1,6500,27,3,0,0,2,Normal/ShieldItem,flame sergeant's shield
301078,4020410,1,1,6500,27,3,0,0,2,Normal/StandardItem,pair of flame sergeant's patas
301079,4040510,1,1,6500,27,3,0,0,2,Normal/StandardItem,flame sergeant's axe
301080,4080510,1,1,6500,27,3,0,0,2,Normal/StandardItem,flame sergeant's spear
301081,4070410,1,1,6500,27,3,0,0,2,Normal/StandardItem,flame sergeant's bow
301082,5030410,1,1,6500,27,3,0,0,2,Normal/StandardItem,flame sergeant's radical
301083,5020410,1,1,6500,27,3,0,0,2,Normal/StandardItem,flame sergeant's cudgel
301084,4030606,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's katzbalger
301085,4020406,1,1,25000,31,3,0,0,2,Normal/StandardItem,pair of flame lieutenant's jamadhars
301086,4040506,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's axe
301087,4080506,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's spear
301088,4070406,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's bow
301089,5030406,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's wand
301090,5020406,1,1,25000,31,3,0,0,2,Normal/StandardItem,flame lieutenant's cudgel
301091,8013206,1,1,6000,31,3,0,0,2,Normal/StandardItem,Ul'dahn officer's cap
301092,8032606,1,1,6000,31,3,0,0,2,Normal/StandardItem,Ul'dahn officer's overcoat
301093,8071306,1,1,6000,31,3,0,0,2,Normal/StandardItem,pair of Ul'dahn officer's gloves
301094,8081706,1,1,6000,31,3,0,0,2,Normal/StandardItem,pair of Ul'dahn officer's boots
302001,3020602,1,20,5,0,3,8,0,3,Normal/CmnGoodStatusItem,flame tracer
302002,9040018,1,1,1000,11,3,11,0,3,Normal/StandardItem,patriot's choker
303001,2001006,1,1,3000,11,3,0,0,4,Important/ImportantItemStandard,flame chocobo issuance
303002,2001016,1,1,3000,15,3,0,0,4,Important/ImportantItemStandard,Ul'dahn aetherpass
303003,2001023,1,1,2000,21,3,0,0,4,Important/ImportantItemStandard,suit of Ul'dahn half barding
303004,2001024,1,1,3000,21,3,0,0,4,Important/ImportantItemStandard,suit of Ul'dahn barding
303005,2001025,1,1,4000,21,3,0,0,4,Important/ImportantItemStandard,suit of Ul'dahn crested barding
303006,2001026,1,1,25000,27,3,0,0,4,Important/ImportantItemStandard,copy of [@italic:021a020203]On the Properties of Beastmen[@italic:021a020103]
